age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,note_evaluation_precedente,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
31,0,-0.889,0,4,3,0.333,1.0,1,0.22,1,0,0,9,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.178,1,0.3335,0,1.0
33,0,2.325,1,10,10,0.667,0.667,0,0.11,0,0,2,17,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.211,0,0.8334999999999999,0,1.143
29,1,-0.871,6,3,0,0.333,1.0,1,0.2,1,0,5,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.218,1,0.5835,0,0.0
33,1,-0.648,3,5,3,0.667,0.667,0,0.18,0,0,4,13,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.108,1,0.5,0,2.0
45,1,-0.899,3,8,5,0.667,0.667,0,0.14,0,2,2,1,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.1,1,0.91675,0,3.0
50,0,2.315,9,32,5,0.667,1.0,0,0.22,0,1,1,1,2,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.07,0,0.75,0,2.0
33,1,-0.216,1,6,6,1.0,0.667,1,0.13,0,1,2,1,4,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-0.031,0,0.41675,1,2.5
41,0,2.744,2,21,18,0.667,0.667,0,0.17,0,1,2,9,3,0,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.125,0,0.5,0,16.0
27,1,-0.784,9,4,2,0.667,0.667,0,0.14,0,1,2,16,4,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.157,1,0.5,0,0.667
45,0,-0.61,1,9,9,0.667,0.667,1,0.15,0,1,2,23,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.061,1,0.5835,0,8.0
47,1,-0.497,1,9,9,0.667,0.667,1,0.17,0,0,0,4,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.05,0,0.8334999999999999,0,0.0
30,1,-0.929,4,7,5,0.667,0.667,1,0.11,1,0,2,22,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.116,1,0.41675,0,2.0
50,0,1.587,3,22,12,0.667,0.667,1,0.18,0,1,2,24,3,1,5,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.069,0,0.8334999999999999,0,5.5
38,0,-0.811,0,3,2,0.667,0.667,0,0.17,0,1,0,10,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.203,1,0.5,0,1.0
46,0,0.923,6,13,8,0.667,0.667,0,0.13,0,1,3,7,2,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.066,0,0.66675,0,7.0
24,1,-0.452,1,5,4,0.333,0.667,0,0.15,0,2,6,17,1,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.075,1,0.66675,0,0.5
35,0,-0.586,1,5,4,0.333,1.0,1,0.24,1,1,2,14,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.098,1,0.5,0,2.0
31,1,-0.5,1,4,4,0.667,0.667,0,0.12,0,1,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,-0.1,1,0.5002500000000001,0,3.0
18,0,-1.158,1,0,0,0.667,0.667,0,0.15,0,0,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.158,1,0.75,0,0.0
54,1,0.9,8,22,10,0.667,0.667,0,0.11,0,1,2,17,3,0,8,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.039,0,0.667,0,7.0
35,1,0.825,1,16,16,0.667,0.667,1,0.11,0,1,3,25,4,10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.049,0,0.5835000000000001,0,0.909
30,1,1.044,0,9,8,1.0,0.667,1,0.12,0,3,4,8,2,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.104,0,0.33325,1,3.5
20,1,-0.829,1,1,1,0.333,0.667,1,0.15,1,0,2,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.414,1,0.41675,0,0.0
30,1,-0.867,0,4,3,0.667,0.667,0,0.17,1,0,3,5,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.173,1,0.33325000000000005,0,1.0
26,0,-0.219,1,8,8,1.0,0.667,0,0.12,0,0,2,2,2,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.024,0,0.75,0,3.5
22,0,-0.861,1,4,4,0.0,0.667,0,0.15,0,1,3,8,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.172,1,0.1665,0,1.5
48,0,-0.481,2,19,2,0.333,0.667,0,0.13,0,0,0,6,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.024,0,0.5835,0,0.667
48,0,0.955,7,27,15,0.333,0.667,0,0.14,0,0,3,4,4,4,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.034,0,0.5835,0,2.2
41,1,-0.319,6,8,2,0.667,0.667,0,0.14,0,0,6,7,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.035,0,0.66675,0,0.667
39,1,1.326,1,21,21,0.333,0.667,0,0.16,0,1,3,1,1,11,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.06,0,0.8334999999999999,0,0.5
27,1,-0.484,0,4,3,0.667,0.667,0,0.18,0,1,2,2,4,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.097,1,0.5,0,0.667
35,0,-0.549,1,3,3,0.667,1.0,0,0.2,0,1,4,10,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.137,1,0.4165,0,1.0
42,0,2.507,6,21,1,0.667,0.667,0,0.13,0,0,3,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.114,0,0.75,0,0.0
50,0,-0.876,4,8,1,0.667,0.667,0,0.18,0,0,5,9,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.097,1,0.5,0,0.0
59,1,1.535,3,30,5,0.333,0.667,1,0.13,0,0,4,2,3,4,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.05,0,0.5835,0,0.6
37,1,-0.367,5,15,1,0.0,0.667,0,0.15,1,0,2,11,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.023,0,0.08325,0,0.0
55,0,-0.025,3,17,8,0.667,0.667,1,0.14,0,2,3,18,4,6,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-0.001,0,0.66675,0,1.0
41,1,2.862,1,21,21,0.0,1.0,0,0.22,0,2,3,7,1,5,10,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13,0,0.5,0,2.667
38,0,0.076,8,19,1,0.667,0.667,1,0.12,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.004,0,0.66675,0,0.0
26,0,-0.326,8,7,2,0.0,0.667,0,0.18,1,0,6,29,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.041,0,0.5,0,0.667
52,1,2.835,1,33,32,0.0,0.667,0,0.15,1,1,3,2,1,6,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.083,0,0.66675,0,2.0
44,1,1.448,3,23,12,1.0,0.667,1,0.18,0,1,2,28,3,11,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.06,0,0.8334999999999999,0,0.917
50,1,-0.033,0,19,18,0.667,0.667,0,0.12,0,1,3,1,3,0,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.002,0,0.5835,0,7.0
36,1,-0.799,1,18,17,1.0,0.667,0,0.16,1,0,1,16,4,15,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.042,0,0.5002500000000001,0,0.812
39,1,0.93,1,21,21,0.667,0.667,1,0.13,0,0,2,22,3,2,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.042,0,0.5835,0,2.0
33,1,-0.884,0,3,2,0.333,0.667,0,0.19,0,0,2,8,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.221,1,0.6665000000000001,0,0.667
45,1,2.369,3,26,9,0.667,0.667,0,0.13,0,1,4,11,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.088,0,0.83325,0,1.5
32,1,-0.527,9,10,8,0.667,0.667,0,0.12,0,0,2,29,4,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.048,0,0.66675,0,0.875
34,0,0.685,0,16,15,1.0,0.667,0,0.11,0,1,2,1,4,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.04,0,0.6665000000000001,0,1.0
59,0,1.148,3,14,6,0.667,0.667,1,0.14,0,1,1,1,2,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.077,0,0.5,0,4.0
45,0,-0.919,1,6,6,0.667,0.667,0,0.16,0,0,3,24,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-0.131,1,0.33325000000000005,0,3.0
53,1,0.217,2,30,15,0.333,0.667,0,0.12,0,1,2,2,3,6,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.007,0,0.41675,0,1.0
36,0,-0.355,7,9,1,0.667,0.667,0,0.14,1,1,3,15,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.036,0,0.33325,0,0.0
26,0,-0.948,6,6,3,0.667,0.667,1,0.14,1,1,2,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.135,1,0.25,0,1.0
34,1,-0.91,1,1,1,0.667,0.667,1,0.19,0,1,2,10,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.455,1,0.7502500000000001,0,1.0
28,0,-1.158,1,1,1,0.667,1.0,0,0.22,0,0,5,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.579,1,0.58325,0,0.0
38,0,-0.782,3,8,2,0.667,0.667,0,0.16,0,1,2,3,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.087,1,0.5002500000000001,0,0.667
50,0,2.706,2,29,8,0.667,0.667,1,0.11,0,1,2,2,4,7,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.09,0,0.58325,0,0.125
37,1,-0.509,3,8,4,0.667,0.667,0,0.15,0,0,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.057,1,0.4165,0,3.0
40,0,0.402,1,8,7,0.667,0.667,0,0.14,0,1,3,26,3,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.045,0,0.33325,0,0.875
26,1,-0.955,1,5,5,0.333,0.667,0,0.13,0,2,5,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.159,1,0.5002500000000001,0,1.5
46,0,2.789,9,23,2,0.667,0.667,0,0.17,0,2,0,1,4,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.116,0,0.91675,0,0.667
54,1,0.889,6,13,9,0.333,0.667,0,0.11,0,1,4,2,4,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.064,0,0.5835,0,0.5
56,1,-0.757,2,18,5,0.667,0.667,0,0.19,0,1,4,9,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.04,0,0.41675,0,4.0
36,1,0.5,0,15,14,0.333,0.667,0,0.11,0,0,2,12,5,7,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.031,0,0.6665000000000001,0,1.0
55,0,2.179,7,31,9,0.333,0.667,0,0.15,0,0,3,2,1,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.068,0,0.5,0,1.0
43,0,0.913,5,18,1,0.333,0.667,0,0.13,0,1,5,25,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.048,0,0.7502500000000001,0,0.0
20,1,-0.888,1,2,2,0.667,0.667,1,0.14,1,0,3,9,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-0.296,1,0.75,0,2.0
21,1,-1.081,1,1,1,0.333,0.667,0,0.13,1,0,6,10,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.54,1,0.25,0,0.0
46,1,-0.401,8,19,16,0.333,1.0,1,0.23,0,3,2,8,4,1,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.02,0,0.41675,0,6.5
51,0,-0.859,9,18,10,0.667,0.667,1,0.12,1,3,2,4,4,2,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.045,0,0.5835,0,0.0
28,0,0.472,1,10,10,0.333,0.667,0,0.12,1,0,2,24,2,1,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.043,0,0.1665,0,3.5
26,0,-0.541,1,6,5,0.333,0.667,0,0.16,0,2,2,1,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.077,1,0.16675,0,1.5
30,0,0.734,0,7,6,0.667,0.667,0,0.15,0,1,1,20,3,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.092,0,0.41675,0,2.0
41,1,-0.664,1,10,10,1.0,0.667,0,0.13,0,0,3,7,2,0,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.06,1,0.5835,0,6.0
38,1,0.493,0,20,19,0.333,0.667,0,0.18,0,1,4,17,1,1,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.023,0,0.41675,0,4.5
40,0,0.811,4,14,11,0.667,1.0,0,0.2,0,1,6,20,4,11,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.054,0,0.66675,0,0.833
27,0,-0.4,1,3,3,0.0,0.667,0,0.19,0,3,4,8,5,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.1,1,0.5835,0,1.0
55,0,0.95,3,23,3,0.667,0.667,0,0.18,0,1,4,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.04,0,0.58325,0,1.0
28,1,-0.604,3,10,8,0.667,0.667,0,0.13,0,0,4,10,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.055,1,0.8335,0,3.5
44,0,0.845,9,24,20,0.333,0.667,0,0.14,1,1,1,1,2,3,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.034,0,0.5,0,1.5
33,0,0.131,4,9,3,0.333,0.667,0,0.15,0,1,2,5,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.013,0,0.8334999999999999,0,1.0
35,0,0.654,0,9,8,0.667,1.0,1,0.22,1,0,2,4,3,4,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.065,0,0.41675,0,1.4
33,1,-0.424,1,14,13,0.333,1.0,0,0.22,1,0,4,29,4,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.028,0,0.41675,0,1.75
28,0,-0.913,1,4,4,0.667,0.667,0,0.16,0,1,5,15,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.183,1,0.5,0,0.667
34,0,0.266,0,7,6,0.667,0.667,0,0.17,0,0,1,3,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.033,0,0.5,0,2.0
37,1,0.041,2,8,1,0.333,0.667,1,0.14,0,3,5,10,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.005,0,0.8334999999999999,0,0.0
25,0,-0.597,1,7,7,0.667,0.667,1,0.15,1,1,3,4,1,5,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.075,1,0.83325,0,1.167
26,0,-0.877,1,1,1,0.667,1.0,0,0.2,1,1,0,21,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.438,1,0.41675,0,1.0
33,0,-0.89,4,5,2,0.333,1.0,1,0.2,1,0,0,25,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.148,1,0.33325000000000005,0,0.667
42,0,2.372,0,23,22,0.667,0.667,0,0.17,0,1,3,2,2,13,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.099,0,0.66675,0,0.429
28,0,-0.83,1,1,1,0.333,0.667,0,0.15,1,2,2,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.415,1,0.25,0,0.0
50,0,-0.377,3,5,0,0.667,0.667,1,0.14,1,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.063,1,0.8334999999999999,0,0.0
33,1,-0.468,0,4,3,0.667,0.667,0,0.17,0,1,3,7,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.094,1,0.66675,0,2.0
34,0,-0.749,3,6,0,0.333,0.667,0,0.17,0,3,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107,1,0.8334999999999999,0,0.0
48,0,2.206,2,27,5,1.0,1.0,0,0.22,0,0,3,1,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.079,0,0.5,0,1.333
45,1,-0.193,1,15,15,0.333,0.667,0,0.13,0,1,2,9,4,4,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.012,0,0.66675,0,2.0
52,0,0.838,7,18,8,0.667,0.667,0,0.19,0,0,4,7,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.044,0,0.58325,0,1.2
38,0,0.475,0,9,8,0.333,0.667,1,0.14,0,2,2,10,4,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.048,0,0.5835,0,2.333
29,1,-0.848,4,11,7,0.667,1.0,0,0.22,0,1,1,28,4,1,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.071,1,0.5835,0,2.5
28,1,0.245,0,10,9,0.667,0.667,0,0.17,0,3,3,3,3,1,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.022,0,0.49974999999999997,0,3.5
46,0,2.329,3,23,12,0.667,0.667,0,0.12,0,1,3,3,1,4,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.097,0,0.5835,0,1.8
38,0,0.18,7,10,1,0.667,0.667,0,0.16,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.016,0,0.66675,0,0.0
43,1,0.917,8,18,8,0.667,0.667,0,0.11,0,1,1,27,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.048,0,0.5002500000000001,0,7.0
39,0,1.204,7,21,18,0.667,0.667,0,0.11,1,3,4,2,3,11,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.055,0,0.66675,0,0.583
40,0,2.788,1,21,20,0.333,0.667,0,0.14,0,0,2,14,3,4,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.127,0,0.5835,0,1.4
21,1,-0.942,1,2,2,0.333,0.667,1,0.11,0,0,6,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.314,1,0.75,0,0.667
39,0,0.059,9,9,5,0.667,0.667,0,0.15,0,0,2,9,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.006,0,0.5,0,4.0
36,0,0.271,2,18,11,0.667,1.0,0,0.2,0,0,0,18,4,0,9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.014,0,0.41675,0,9.0
31,0,-0.789,0,3,2,1.0,0.667,0,0.12,0,1,4,20,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-0.197,1,0.5835,0,0.667
28,0,-0.702,0,6,5,0.333,0.667,0,0.17,0,0,2,2,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.1,1,0.08325,0,3.0
35,0,-0.326,1,5,5,0.667,0.667,0,0.11,0,1,3,11,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.054,1,0.91675,0,2.0
49,0,1.406,6,22,9,0.333,0.667,0,0.17,0,1,3,8,4,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.061,0,0.58325,0,2.667
34,0,-0.525,2,5,3,0.667,0.667,0,0.11,0,0,3,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,-0.088,1,0.75,0,2.0
29,1,-0.682,0,8,7,0.667,0.667,0,0.14,0,2,2,10,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.076,1,0.6665000000000001,0,2.5
42,0,-0.474,4,16,1,0.0,0.667,0,0.19,0,0,3,29,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.028,0,0.5,0,0.0
29,0,-0.307,1,10,10,0.333,0.667,1,0.15,0,1,2,8,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.028,0,0.58325,0,3.5
38,0,-0.777,1,7,7,1.0,0.667,0,0.13,0,1,2,1,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.097,1,0.8335,0,1.0
28,0,-0.807,1,3,3,0.333,0.667,1,0.14,0,1,2,6,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.202,1,0.7502500000000001,0,1.0
18,0,-0.977,1,0,0,0.667,0.667,0,0.12,1,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.977,1,0.7502500000000001,0,0.0
33,1,0.366,0,6,5,0.667,0.667,1,0.17,1,0,3,9,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.052,0,0.16675,0,2.0
41,0,-0.369,3,6,1,0.667,0.667,1,0.11,0,1,4,12,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.053,0,0.5,0,0.0
31,0,-0.827,1,2,2,0.667,0.667,0,0.12,1,1,5,15,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.276,1,0.5835000000000001,0,0.667
37,1,-0.164,7,9,6,0.333,0.667,0,0.13,0,2,2,25,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.016,0,0.7502500000000001,0,1.0
27,0,-0.842,1,4,4,0.333,0.667,0,0.13,0,1,0,6,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.168,1,0.7502500000000001,0,0.667
34,1,-0.168,1,6,6,0.667,1.0,0,0.2,0,0,3,9,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.024,0,0.33325,0,2.5
35,0,-0.463,1,6,5,0.667,0.667,0,0.17,0,0,2,8,4,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.066,1,0.41675,0,2.0
29,1,0.177,1,11,11,0.333,0.667,0,0.13,1,1,3,23,1,3,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.015,0,0.25,0,2.0
40,1,1.487,9,20,18,0.667,0.667,0,0.17,0,0,3,9,4,2,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.071,0,0.5,0,2.333
42,0,1.542,0,22,21,0.667,0.667,1,0.12,1,0,2,12,3,13,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.067,0,0.33325,0,0.643
42,0,-0.286,7,9,6,0.667,0.667,0,0.13,0,0,3,4,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.029,0,0.58325,0,2.0
35,0,-0.902,6,10,8,0.333,0.667,0,0.12,0,1,2,1,4,1,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.082,1,0.66675,0,0.0
24,0,-0.617,8,6,4,0.667,1.0,0,0.22,0,0,2,24,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.088,1,0.75,0,1.5
28,1,-0.847,1,1,1,0.667,0.667,1,0.11,1,0,4,12,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.424,1,0.75,0,1.0
26,0,-0.443,1,8,8,1.0,1.0,0,0.22,0,1,2,3,4,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.049,0,0.5,0,7.0
30,0,0.016,1,10,10,0.333,0.667,0,0.18,0,1,3,10,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.001,0,0.5002500000000001,0,1.5
40,1,-0.442,3,16,1,0.333,0.667,1,0.13,0,1,3,26,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.026,0,0.66675,0,1.0
35,0,0.801,2,15,7,0.333,0.667,0,0.18,0,1,2,2,3,6,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.05,0,0.58325,0,1.0
34,0,-0.246,0,14,13,0.333,1.0,0,0.2,0,0,3,1,3,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-0.016,0,0.5835,0,1.8
35,0,-0.877,1,2,2,0.333,0.667,0,0.13,0,1,2,4,4,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.292,1,0.83325,0,0.667
43,1,-0.246,8,7,4,0.0,0.667,0,0.13,1,0,2,9,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.031,0,0.33325,0,1.5
32,1,-0.781,1,1,1,0.667,0.667,0,0.12,0,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.39,1,0.5002500000000001,0,0.0
56,1,2.856,4,28,5,0.667,0.667,0,0.13,0,1,2,4,4,4,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.098,0,0.66675,0,0.4
